report_number,number_of_rounds,cpu0 GHz,cpu1 GHz,cpu2 GHz,cpu3 GHz,cpu4 GHz,cpu5 GHz,cpu6 GHz,cpu7 GHz,cpu0 governor,cpu1 governor,cpu2 governor,cpu3 governor,cpu4 governor,cpu5 governor,cpu6 governor,cpu7 governor,fan_speed (x1000),thermal0 (x10),thermal1 (x10),thermal2 (x10),thermal3 (x10),thermal4 (x10),thermal5 (x10),thermal6 (x10)
25,25,3.4000619999999997,3.4,3.400055,3.4000790000000003,3.400043,3.399977,3.400114,3.400023,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,3.472,4.9,2.0,2.7,6.2,4.8,6.2,5.8
26,24,3.399536,3.399983,3.400118,3.3953189999999998,3.400066,3.399982,3.3958069999999996,3.4001509999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.0,2.0,2.8,6.4,4.8,6.4,6.0
27,24,3.397583,3.3999789999999996,3.399918,3.3983499999999998,3.3976729999999997,3.399731,3.399895,3.4000340000000002,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.1,2.0,2.8,6.6,4.8,6.6,6.2
28,25,3.400169,3.4,3.400103,3.400094,3.400019,3.4,3.4000410000000003,3.4000529999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,4.518,5.2,2.0,2.8,6.7,4.8,6.7,6.3
29,25,3.4000619999999997,3.3999989999999998,3.400048,3.400076,3.400032,3.399995,3.40004,3.400064,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.119,5.15,2.0,2.8,6.6,4.8,6.6,6.1
30,24,3.400112,3.4,3.400102,3.400093,3.400044,3.399977,3.4000459999999997,3.4001010000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.14,5.05,2.0,2.8,6.5,4.9,6.5,5.9
31,25,3.400678,3.399955,3.399955,3.3917620000000004,3.3918589999999997,3.4000459999999997,3.397868,3.3982759999999996,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.127,5.15,2.0,2.8,7.1,5.1,7.1,7.3
32,24,3.400681,3.4,3.3999989999999998,3.400121,3.4000100000000004,3.4,3.399935,3.4000239999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.131,5.3,2.0,2.8,7.3,5.1,7.3,7.4
33,24,3.400448,3.399918,3.399917,3.400208,3.3906750000000003,3.3999989999999998,3.3956239999999998,3.391648,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.131,5.4,2.0,2.8,7.4,5.4,7.4,7.6
34,25,3.4005210000000003,3.4,3.3999650000000003,3.400133,3.40002,3.400036,3.3999989999999998,3.400121,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.127,5.45,2.0,2.8,7.5,5.6,7.5,7.6
35,25,3.400554,3.4,3.399933,3.4000529999999998,3.400013,3.400098,3.3999989999999998,3.4001,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.5,2.0,2.8,7.6,5.6,7.6,7.7
36,24,3.400023,3.3999989999999998,3.4000850000000002,3.40016,3.4,3.399972,3.40003,3.400028,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.55,2.0,2.8,7.6,5.7,7.6,7.3
37,25,3.400031,3.3999989999999998,3.40006,3.400054,3.4,3.39996,3.400098,3.400055,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.6,2.0,2.8,7.6,5.7,7.6,7.2
38,24,3.40003,3.3999989999999998,3.400135,3.400152,3.4,3.399953,3.40002,3.40003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.6,2.0,2.8,7.6,5.8,7.6,7.3
39,24,3.393774,3.399891,3.399891,3.399171,3.3974290000000003,3.399998,3.398116,3.391127,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.65,2.0,2.8,7.7,5.9,7.7,7.6
40,25,3.400656,3.4,3.3999989999999998,3.400157,3.40004,3.400004,3.399962,3.400045,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.65,2.0,2.8,7.7,5.9,7.7,7.8
41,25,3.399987,3.4,3.400105,3.4001170000000003,3.4,3.400038,3.4000630000000003,3.400052,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.7,2.0,2.8,7.7,5.9,7.7,7.8
42,24,3.399992,3.4,3.4000619999999997,3.4001300000000003,3.4,3.3999989999999998,3.400114,3.4000100000000004,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.138,5.7,2.0,2.8,7.7,6.0,7.7,7.8
43,25,3.400029,3.4,3.400102,3.400089,3.3999989999999998,3.400027,3.400021,3.4000169999999996,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.75,2.0,2.8,7.7,6.0,7.7,7.8
44,24,3.399939,3.4,3.40002,3.400067,3.3999989999999998,3.4000169999999996,3.400089,3.400045,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.131,5.75,2.0,2.8,7.7,6.0,7.7,7.8
45,25,3.399991,3.3998049999999997,3.39472,3.3843270000000003,3.399804,3.4000459999999997,3.3683739999999998,3.3804589999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.272,5.8,2.0,2.8,7.8,6.0,7.8,7.8
46,25,3.3999740000000003,3.4,3.400035,3.400068,3.3999989999999998,3.400007,3.400086,3.4000619999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.8,2.0,2.8,7.8,6.0,7.8,7.8
47,24,3.398895,3.3998690000000003,3.40004,3.3846260000000004,3.399868,3.39996,3.3788470000000004,3.400043,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.75,2.0,2.8,7.7,6.1,7.7,7.8
48,25,3.399976,3.4,3.400099,3.400132,3.3999989999999998,3.400036,3.400048,3.400021,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.884,5.75,2.0,2.8,7.7,6.1,7.7,7.8
49,24,3.399143,3.399861,3.400141,3.400105,3.3998589999999997,3.39999,3.3810610000000003,3.388434,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.75,2.0,2.8,7.7,6.1,7.7,7.7
50,25,3.399942,3.4,3.40004,3.4001080000000004,3.3999989999999998,3.4,3.400095,3.4000250000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.89,5.75,2.0,2.8,7.6,6.0,7.6,7.7
51,24,3.398755,3.39985,3.376704,3.400097,3.399848,3.4000120000000003,3.4001680000000003,3.384749,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.7,2.0,2.8,7.6,6.0,7.6,7.7
52,25,3.3999639999999998,3.4,3.400035,3.4001509999999997,3.3999989999999998,3.4000340000000002,3.400082,3.4000369999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.89,5.7,2.0,2.8,7.6,6.1,7.6,7.7
53,25,3.399983,3.4,3.4000500000000002,3.400093,3.4,3.400086,3.400093,3.40004,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.89,5.75,2.0,2.9,7.6,6.1,7.6,7.7
54,24,3.400016,3.4,3.40004,3.400083,3.4,3.4000369999999998,3.400043,3.4000239999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.75,2.0,2.8,7.6,6.1,7.6,7.7
55,25,3.399955,3.4,3.400124,3.400067,3.3999989999999998,3.3999960000000002,3.400036,3.400042,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.75,2.0,2.8,7.6,6.1,7.6,7.7
56,24,3.400403,3.4,3.399989,3.400082,3.400051,3.400039,3.4,3.400103,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.884,5.75,2.0,2.8,7.6,6.1,7.6,7.8
57,25,3.400413,3.4,3.3999319999999997,3.400088,3.400049,3.4000839999999997,3.3999989999999998,3.400086,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.887,5.75,2.0,2.8,7.7,6.1,7.7,7.8
58,25,3.4004659999999998,3.4,3.399976,3.40011,3.4000250000000003,3.400004,3.4,3.400022,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.887,5.7,2.0,2.8,7.7,6.1,7.7,7.8
59,24,3.4004149999999997,3.3995349999999998,3.386574,3.375994,3.3751379999999997,3.399991,3.3995279999999997,3.380912,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.884,5.7,2.0,2.8,7.7,6.1,7.7,7.8
60,25,3.398061,3.3997539999999997,3.395183,3.392556,3.3849769999999997,3.400059,3.39975,3.3840630000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.75,2.0,2.8,7.7,6.1,7.7,7.8
61,24,3.214494,3.23612,3.2066950000000003,3.21034,3.236912,3.206522,3.236123,3.2106019999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.893,5.85,2.0,2.8,8.0,6.1,8.0,8.1
62,23,3.191248,3.203904,3.183112,3.218016,3.201922,3.182795,3.203904,3.187885,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.472,6.0,2.0,2.8,8.1,6.4,8.1,8.1
63,23,3.203286,3.2039720000000003,3.206071,3.203523,3.2040509999999998,3.202466,3.2039720000000003,3.2065300000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.489,6.0,2.0,2.8,8.1,6.4,8.1,8.1
64,23,3.189235,3.170382,3.199549,3.1890880000000004,3.169813,3.19969,3.170352,3.1999340000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.493,6.0,2.0,2.8,8.1,6.4,8.1,8.0
65,5,0.40007299999999996,0.202576,0.400061,0.400039,0.183337,0.399979,0.182826,0.400022,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.576,5.45,2.0,2.8,5.6,6.5,5.6,4.9
66,1,0.40004399999999996,0.181261,0.400048,0.400022,0.17134,0.399979,0.171537,0.40001600000000004,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,4.431,5.0,2.0,2.8,5.1,5.3,5.1,4.6
67,1,0.400053,0.20966100000000001,0.400033,0.400037,0.194515,0.399971,0.192973,0.400022,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,3.476,4.75,2.0,3.0,4.8,4.8,4.8,4.4
68,1,1.0740319999999999,1.0819770000000002,1.081712,1.034477,1.083327,1.059386,1.081998,1.096291,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,3.476,4.65,2.0,2.8,4.7,4.8,4.7,4.6
69,7,1.5000129999999998,1.5,1.500041,1.499981,1.499999,1.50002,1.5,1.500086,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,4.65,2.0,2.8,4.6,4.8,4.6,4.8
70,11,1.5999670000000001,1.6,1.600009,1.600072,1.6,1.600006,1.6,1.6001010000000002,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,4.75,2.0,2.8,4.8,4.7,4.8,5.0
71,13,1.899998,1.9,1.9000219999999999,1.900115,1.9,1.90002,1.9,1.900161,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,4.85,2.0,2.8,5.1,4.7,5.1,5.3
72,15,1.999973,2.0,2.0000530000000003,2.000082,1.999999,2.00002,2.0,2.000103,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.0,2.0,2.8,5.4,4.7,5.4,5.6
73,16,2.300026,2.2999989999999997,2.300046,2.300071,2.3,2.30002,2.3,2.3000599999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.05,2.0,2.8,5.7,4.8,5.7,6.0
74,17,2.4,2.4,2.4002800000000004,2.399988,2.400004,2.40006,2.400027,2.3999989999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.25,2.0,2.8,5.9,5.0,5.9,6.2
75,18,2.6,2.599999,2.600341,2.5999160000000003,2.600079,2.6000210000000004,2.5999980000000003,2.6,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,0.0,5.45,2.0,2.8,6.3,5.0,6.3,6.6
76,18,2.7,2.7,2.6999989999999996,2.70104,2.700004,2.699937,2.6999940000000002,2.699937,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,65.535,5.55,2.0,2.8,6.8,5.2,6.8,7.1
77,20,2.799983,2.799997,2.8,2.800074,2.7999989999999997,2.7999560000000003,2.800036,2.800033,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.7,2.0,2.8,7.0,5.2,7.0,7.2
78,20,2.882978,2.838315,2.89962,2.8995659999999996,2.839655,2.899512,2.839651,2.897222,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.7,2.0,2.8,7.1,5.4,7.1,7.2
79,21,3.000067,3.000001,3.000035,3.000077,2.999999,3.0000259999999996,3.0,2.9999659999999997,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.14,5.7,2.0,2.8,7.2,5.7,7.2,7.4
80,22,3.0743069999999997,3.037711,3.099553,3.037709,3.0995100000000004,3.099702,3.036648,3.099714,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.136,5.75,2.0,2.8,7.4,5.7,7.4,7.4
81,23,3.2,3.1999989999999996,3.200139,3.1999989999999996,3.2000610000000003,3.1999679999999997,3.200027,3.200008,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.142,5.85,2.0,2.8,7.5,5.9,7.5,7.7
82,22,3.189839,3.189825,3.189824,3.152221,3.1279369999999997,3.186963,3.1595590000000002,3.133238,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.123,5.95,2.0,2.8,7.6,6.2,7.6,8.0
83,23,3.159835,3.163315,3.159837,3.109266,3.10602,3.1035630000000003,3.103569,3.105875,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.493,6.0,2.0,2.8,8.1,6.2,8.1,8.1
84,22,2.9,2.8999989999999998,2.8999989999999998,2.899861,2.899985,2.899954,2.900045,2.900134,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.0,2.0,2.8,7.8,6.4,7.8,7.5
85,22,3.000166,3.0,3.0,3.0,3.0000859999999996,2.999982,3.00003,3.000024,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.856,5.85,2.0,2.8,7.4,6.4,7.4,7.2
86,22,3.1005529999999997,3.1,3.1,3.1,3.100084,3.099946,3.099971,3.099981,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.87,5.9,2.0,2.8,7.5,6.3,7.5,7.5
87,23,3.200018,3.1999989999999996,3.2,3.200332,3.2,3.199978,3.2000070000000003,3.200373,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.873,5.9,2.0,2.8,7.7,6.4,7.7,8.0
88,22,3.194369,3.187359,3.187612,3.195004,3.187612,3.1978069999999996,3.197801,3.197393,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.302,6.0,2.0,2.8,8.0,6.4,8.0,8.1
89,23,3.0999879999999997,3.1,3.1,3.100151,3.1,3.0999879999999997,3.100013,3.1000929999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.0,2.0,2.8,7.9,6.5,7.9,7.8
90,22,3.1003220000000002,3.1,3.1,3.099999,3.100071,3.099972,3.099987,3.099984,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.0,2.0,2.8,7.7,6.5,7.7,7.6
91,21,2.90015,2.8999989999999998,2.9,2.9,2.9,2.900015,2.899959,2.900086,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.876,6.0,2.0,2.8,7.5,6.5,7.5,7.7
92,21,2.9985459999999997,2.999139,2.9976640000000003,2.997665,2.997666,2.9996129999999996,2.999438,2.9994110000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.876,6.1,2.0,2.8,7.8,6.7,7.8,7.9
93,22,2.949,2.988159,2.988318,2.988318,2.988318,2.936592,2.9708930000000002,2.9894670000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.134,6.15,2.0,2.8,8.0,6.8,8.0,8.1
94,21,2.899947,2.8999989999999998,2.9,2.9,2.8999989999999998,2.899984,2.900026,2.89999,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.486,6.2,2.0,2.8,8.1,6.8,8.1,7.9
95,20,2.8156619999999997,2.831166,2.8309349999999998,2.8309360000000003,2.8309360000000003,2.800288,2.800401,2.800355,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.329,6.15,2.0,2.8,7.6,6.8,7.6,7.7
96,20,2.893914,2.888353,2.888353,2.8882489999999996,2.888352,2.899596,2.899786,2.899445,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.87,6.15,2.0,2.8,7.7,6.8,7.7,7.8
97,21,2.984268,2.9664989999999998,2.9664989999999998,2.96623,2.9664989999999998,2.993523,2.9595680000000004,2.998795,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.873,6.2,2.0,2.8,7.8,6.8,7.8,8.1
98,22,2.939183,2.908401,2.9084,2.907782,2.9083989999999997,2.978777,2.884587,2.969802,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.369,6.25,2.0,2.8,8.1,6.9,8.1,8.1
99,20,2.699948,2.7,2.7,2.6999470000000003,2.6999989999999996,2.699976,2.7000100000000002,2.7,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.493,6.25,2.0,2.8,8.0,6.9,8.0,7.7
100,20,2.799966,2.8,2.8,2.8,2.8,2.800029,2.8000529999999997,2.8,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.072,6.15,2.0,2.9,7.6,6.8,7.6,7.7
101,21,2.900007,2.8999989999999998,2.9,2.899913,2.8999989999999998,2.8999989999999998,2.9000120000000003,2.8999989999999998,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.87,6.15,2.0,2.9,7.7,6.8,7.7,7.9
102,21,2.962545,2.962545,2.963346,2.962545,2.938685,2.927664,2.927617,2.928424,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.864,6.25,2.0,2.8,7.8,6.9,7.8,8.0
103,21,2.97257,2.958846,2.958156,2.9847829999999997,2.958844,2.989429,2.9896309999999997,2.958841,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.172,6.25,2.0,2.8,8.0,7.0,8.0,8.1
104,21,2.900081,2.8999989999999998,2.9,2.899998,2.8999989999999998,2.899968,2.899992,2.89989,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.482,6.25,2.0,2.9,8.0,7.0,8.0,8.0
105,20,2.800017,2.8,2.7999989999999997,2.7999989999999997,2.8,2.800033,2.8,2.79994,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.25,2.0,2.9,7.7,7.0,7.7,7.7
106,20,2.8905659999999997,2.8668739999999997,2.866873,2.8658710000000003,2.866867,2.89972,2.899596,2.899489,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.472,6.15,2.0,2.9,7.7,6.9,7.7,7.8
107,21,2.9245479999999997,2.9946439999999996,2.991925,2.991927,2.9919279999999997,2.918614,2.908082,2.9081390000000003,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.15,2.0,2.9,7.8,6.9,7.8,8.1
108,22,2.993331,2.9799450000000003,2.9811750000000004,2.9811750000000004,2.981179,2.995165,2.995784,2.995638,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.489,6.25,2.0,2.9,7.9,6.9,7.9,8.0
109,21,2.998087,2.982399,2.979222,2.9792199999999998,2.979221,2.979402,2.999881,2.999851,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.486,6.3,2.0,2.9,8.1,6.9,8.1,8.1
110,21,2.703658,2.7127939999999997,2.713078,2.7127950000000003,2.712796,2.700395,2.7004650000000003,2.700344,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.486,6.25,2.0,2.9,7.9,7.0,7.9,7.8
111,20,2.802789,2.806597,2.800465,2.806601,2.806601,2.800448,2.806819,2.8003449999999996,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.482,6.2,2.0,2.9,7.7,6.9,7.7,7.8
112,20,2.8999800000000002,2.9,2.899945,2.9,2.8999989999999998,2.900027,2.9,2.900018,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.482,6.15,2.0,2.9,7.7,6.9,7.7,7.9
113,21,2.9760479999999996,2.976049,2.930942,2.976051,2.913194,2.913939,2.97765,2.912176,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.2,2.0,2.9,7.8,6.9,7.8,8.1
114,22,2.987562,2.987563,2.992455,2.987567,2.997331,2.997292,2.987261,2.995688,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.25,2.0,2.9,8.0,7.0,8.0,8.1
115,21,2.77279,2.720764,2.799376,2.720761,2.7207600000000003,2.7919270000000003,2.719073,2.799575,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.479,6.25,2.0,2.9,7.9,7.0,7.9,7.7
116,20,2.8000599999999998,2.8,2.7999989999999997,2.8,2.8,2.8000100000000003,2.7999810000000003,2.800018,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,6.012,6.2,2.0,2.9,7.6,6.9,7.6,7.7
117,20,2.824133,2.876594,2.878527,2.8094360000000003,2.876599,2.8004450000000003,2.800349,2.876605,powersave,powersave,powersave,powersave,powersave,powersave,powersave,powersave,5.87,6.2,2.0,2.9,7.7,6.9,7.7,7.9
